,index,id,formatted_address,lat,lng,county,address,dateofsale,euro_price,indexcol_x,HouseLat,HouseLong,SecSchDist,SecSchlat,SecSchLong,indexcol_y,HouseLat1,HouseLong1,PriSchDist,PriSchlat,PriSchLong,indexcol,HouseLat2,HouseLong2,ED_ENGLISH,ED_ID
10,10,18,"43 Hillcrest Park, Ballygall, Dublin, Ireland",53.387635700000004,-6.2787850999999995,Dublin,"43 HILLCREST PARK, BALLYGALL RD EAST, DUBLIN 11",06/11/2020,380000.0,10,53.387635700000004,-6.2787850999999995,0.25952879706970333,53.3853781,-6.2778091,10,53.387635700000004,-6.2787850999999995,0.5106089934971174,53.3840933,-6.2738992,10.0,53.387635700000004,-6.2787850999999995,BALLYGALL C,268011
11,11,15,"44 Avondale Dr, Bleach, Athy, Co. Kildare, R14 XK03, Ireland",52.9853733,-6.9915392999999995,Kildare,"44 AVONDALE DRIVE, ATHY, CO KILDARE",06/11/2020,175000.0,11,52.9853733,-6.9915392999999995,1.1473909370660162,52.9946645,-6.9841255,11,52.9853733,-6.9915392999999995,0.817804336618843,52.9918336,-6.9857281,11.0,52.9853733,-6.9915392999999995,ATHY WEST URBAN,87002
12,12,32,"97 Beechgrove, Crossmoyle, Co. Monaghan, Ireland",54.1768611,-7.2302329,Monaghan,"97 BEECHGROVE, MONAGHAN",06/11/2020,130000.0,12,54.1768611,-7.2302329,0.44250854281321805,54.1791884,-7.2247265,12,54.1768611,-7.2302329,0.31538578880142154,54.1796829,-7.2306671,12.0,54.1768611,-7.2302329,CLONES URBAN,177024
13,13,3,"Ilen St, Marsh, Skibbereen, Co. Cork, P81 W890, Ireland",51.550226,-9.270878999999999,Cork,"BUNGALOW, BAURAVILLA, SKIBEREEN",06/11/2020,170000.0,13,51.550226,-9.270878999999999,0.9577606875288399,51.550466,-9.2570479,13,51.550226,-9.270878999999999,0.10224254190966925,51.5495987,-9.2698001,13.0,51.550226,-9.270878999999999,SKIBBEREEN URBAN,47294
14,14,4,"College Lane, Newcastle Rd, Collegeland, Rathcoole, Co. Dublin, D24 R5XC, Ireland",53.28665,-6.462348,Dublin,"COLLEGE LANE, RATHCOOLE, DUBLIN",06/11/2020,420000.0,14,53.28665,-6.462348,1.5162093264284158,53.2776391,-6.4794318,14,53.28665,-6.462348,0.6470161701364394,53.2817031,-6.4674522,14.0,53.28665,-6.462348,NEWCASTLE,267107
15,15,51,"UNIT1, Corduff Shopping Centre, Blanchardstown, Dublin 15, Ireland",53.3992666,-6.374812599999999,Dublin,"1 CORDUFF GARDENS, BLANCHARDSTOWN, DUBLIN 15",06/11/2020,253000.0,15,53.3992666,-6.374812599999999,0.4261105263029432,53.4019114,-6.379454,15,53.3992666,-6.374812599999999,0.12246181821339525,53.3987251,-6.3764187,15.0,53.3992666,-6.374812599999999,BLANCHARDSTOWN-CORDUFF,267030
16,16,44,"106 Rockford Manor, Mountashton, Monkstown, Co. Dublin, Ireland",53.2882486,-6.1633672,Dublin,"106 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK",06/11/2020,450000.0,16,53.2882486,-6.1633672,0.12499022464875377,53.287178,-6.162801,16,53.2882486,-6.1633672,0.5633899046462852,53.2871545,-6.1551011,16.0,53.2882486,-6.1633672,BLACKROCK-STRADBROOK,267024
17,17,49,"5, Glen Hall Apartments, Thomas Davis St, Blackpool, Cork, Ireland",51.912862100000005,-8.4716404,Cork,"12 GLENHALL, THOMAS DAVIS STREET, CORK",06/11/2020,157000.0,17,51.912862100000005,-8.4716404,0.7403981859884463,51.9092254,-8.480668,17,51.912862100000005,-8.4716404,0.4551713522805281,51.9117925,-8.4780382,17.0,51.912862100000005,-8.4716404,BLACKPOOL A,48011
18,18,271830,"5, Glen Hall Apartments, Thomas Davis St, Blackpool, Cork, Ireland",51.912862100000005,-8.4716404,Cork,"12 GLENHALL, THOMAS DAVIS STREET, CORK",06/11/2020,157000.0,18,51.912862100000005,-8.4716404,0.7403981859884463,51.9092254,-8.480668,18,51.912862100000005,-8.4716404,0.4551713522805281,51.9117925,-8.4780382,18.0,51.912862100000005,-8.4716404,BLACKPOOL A,48011
19,19,46,"14 Palmerstown Cl, Woodfarm, Dublin 20, D20 NX62, Ireland",53.3497481,-6.381304900000001,Dublin,"14 PALMERSTOWN CLOSE, PALMERSTOWN, DUBLIN 20",06/11/2020,370000.0,19,53.3497481,-6.381304900000001,0.3101745759495841,53.3488913,-6.3768632,19,53.3497481,-6.381304900000001,0.7983943550228639,53.352239,-6.3700372,19.0,53.3497481,-6.381304900000001,PALMERSTON WEST,267109
20,20,56,"159 Main St, Knockananlig, Co. Kerry, Ireland",52.23297,-9.4584,Kerry,"159 MAIN ST, CASTLEISLAND, KERRY",06/11/2020,125000.0,20,52.23297,-9.4584,0.1781607645483243,52.2345409,-9.4578999,20,52.23297,-9.4584,0.27853233606001926,52.2350768,-9.4561959,20.0,52.23297,-9.4584,CASTLEISLAND,77044
21,21,52,"18 Beech Grove, Williamstown, Blackrock, Co. Dublin, A94 N2A0, Ireland",53.3073335,-6.1982642,Dublin,"18 BEECH GROVE, BOOTERSTOWN, DUBLIN",06/11/2020,435000.0,21,53.3073335,-6.1982642,0.10829825525529341,53.306436,-6.1976358,21,53.3073335,-6.1982642,0.18863166616323174,53.3089988,-6.1987888,21.0,53.3073335,-6.1982642,BLACKROCK-BOOTERSTOWN,267019
22,22,55,"19 Donore Rd, Saint Catherine's, Dublin, D08 FY7C, Ireland",53.334920600000004,-6.2821053,Dublin,"19 DONORE RD, SOUTH CIRCULAR RD, DUBLIN 8",06/11/2020,651000.0,22,53.334920600000004,-6.2821053,0.3086231506680264,53.3359772,-6.2778127,22,53.334920600000004,-6.2821053,0.19368381068734122,53.3345001,-6.2792779,22.0,53.334920600000004,-6.2821053,MERCHANTS QUAY D,268101
23,23,40,"2 Reuben St, Saint James' (part of Phoenix Park), Dublin 8, D08 FR80, Ireland",53.3348292,-6.2913269,Dublin,"2 REUBEN ST, RIALTO, DUBLIN 8",06/11/2020,350000.0,23,53.3348292,-6.2913269,0.6388643665396332,53.340441,-6.2893134,23,53.3348292,-6.2913269,0.5520577166308908,53.3302878,-6.2879901,23.0,53.3348292,-6.2913269,USHERS D,268151
24,24,41,"Castleredmond, Ballinacurra, Co. Cork, Ireland",51.899565700000004,-8.1667339,Cork,"2 ST JAMES TERRACE, CHURCH RD, BALLINACURRA",06/11/2020,155000.0,24,51.899565700000004,-8.1667339,0.8848896946257736,51.9072005,-8.1703219,24,51.899565700000004,-8.1667339,0.9205201319703904,51.9077343,-8.1646481,24.0,51.899565700000004,-8.1667339,MIDLETON RURAL,47253
25,25,19,"20 Park Ln, Dublin 4, D04 EP48, Ireland",53.325748899999994,-6.2161975,Dublin,"20 PARK LANE, SANDYMOUNT, DUBLIN 4",06/11/2020,275000.0,25,53.325748899999994,-6.2161975,0.6406701293939407,53.3200019,-6.2167167,25,53.325748899999994,-6.2161975,0.439609690061823,53.3283153,-6.2111718,25.0,53.325748899999994,-6.2161975,PEMBROKE EAST C,268112
26,26,20,"21 Inis Cuain, Cahergal, Clonakilty, Co. Cork, P85 AD73, Ireland",51.6270393,-8.869679199999998,Cork,"21 INIS CUAIN, CLONAKILTY, CORK",06/11/2020,462000.0,26,51.6270393,-8.869679199999998,0.7126695637483641,51.6269542,-8.8799914,26,51.6270393,-8.869679199999998,0.3400388980016363,51.6260801,-8.874351,26.0,51.6270393,-8.869679199999998,CLONAKILTY URBAN,47096
27,27,21,"6W, 22 Fergus Rd, Terenure, Dublin 6W, Co. Dublin, D6W HT25, Ireland",53.308330500000004,-6.2850621,Dublin,"22 FERGUS RD, TERENURE, DUBLIN 6W",06/11/2020,535000.0,27,53.308330500000004,-6.2850621,0.29752818589747443,53.3108882,-6.2863607,27,53.308330500000004,-6.2850621,0.2527003209774294,53.3096938,-6.2820242,27.0,53.308330500000004,-6.2850621,TERENURE D,268147
28,28,11,"3 Priory Walk, Dublin, Ireland",53.3100884,-6.3105933,Dublin,"3 PRIORY WALK, WHITEHALL RD, TERENURE DUBLIN 12",06/11/2020,585000.0,28,53.3100884,-6.3105933,0.6682554570622022,53.3041375,-6.3119162,28,53.3100884,-6.3105933,0.8637459138468332,53.3143529,-6.3214433,28.0,53.3100884,-6.3105933,TEMPLEOGUE-KIMMAGE MANOR,267150
29,29,17,"42 Sorrento Rd, Dalkey, Dublin, Ireland",53.2744041,-6.0978899,Dublin,"42 SORRENTO RD, DALKEY, DUBLIN",06/11/2020,1141000.0,29,53.2744041,-6.0978899,0.5805466807958373,53.2795181,-6.0996002,29,53.2744041,-6.0978899,0.5883637315229864,53.2783949,-6.1036855,29.0,53.2744041,-6.0978899,DALKEY-COLIEMORE,267064
30,30,31,"6 Maglin Dr, Maglin, Ballincollig, Co. Cork, P31 HN44, Ireland",51.881092100000004,-8.5923668,Cork,"6 MAGLIN DR, MAGLIN RD, BALLINCOLLIG",06/11/2020,400000.0,30,51.881092100000004,-8.5923668,1.2092325882450334,51.890044,-8.6023365,30,51.881092100000004,-8.5923668,0.5980067720235818,51.8863443,-8.5905383,30.0,51.881092100000004,-8.5923668,BALLINCOLLIG,47016
31,31,26,"Manor West, Co. Kerry, Ireland",52.2587414,-9.6826086,Kerry,"61 DEERPARK, MANOR WEST, TRALEE",06/11/2020,149000.0,31,52.2587414,-9.6826086,1.4248354219950925,52.2667396,-9.6989362,31,52.2587414,-9.6826086,1.5647895014582587,52.2681291,-9.6997039,31.0,52.2587414,-9.6826086,TRALEE RURAL,77160
32,32,27,"66 Churchtown Rd Lower, Churchtown Lower, Dublin 14, D14 Y586, Ireland",53.301007999999996,-6.2511145,Dublin,"66 CHURCHTOWN RD LOWER, DUBLIN 14, DUBLIN",06/11/2020,665000.0,32,53.301007999999996,-6.2511145,0.99535966548054,53.2966942,-6.2642198,32,53.301007999999996,-6.2511145,0.1152836640522663,53.3016793,-6.2497949,32.0,53.301007999999996,-6.2511145,CHURCHTOWN-WOODLAWN,267046
33,33,326659,"66 Churchtown Rd Lower, Churchtown Lower, Dublin 14, D14 Y586, Ireland",53.301007999999996,-6.2511145,Dublin,"66 CHURCHTOWN RD LOWER, DUBLIN 14, DUBLIN",06/11/2020,665000.0,33,53.301007999999996,-6.2511145,0.99535966548054,53.2966942,-6.2642198,33,53.301007999999996,-6.2511145,0.1152836640522663,53.3016793,-6.2497949,33.0,53.301007999999996,-6.2511145,CHURCHTOWN-WOODLAWN,267046
34,34,39,"8 Castlebrook Rise, Co. Limerick, Ireland",52.6653309,-8.5434396,Limerick,"8 CASTLEBROOK RISE, CASTLEBROOK MANOR, WALKERS ROAD",06/11/2020,263825.0,34,52.6653309,-8.5434396,0.29876611037787715,52.6631336,-8.5408984,34,52.6653309,-8.5434396,0.2510797008725428,52.6668814,-8.5461407,34.0,52.6653309,-8.5434396,BALLYSIMON,127026
35,35,35,"8 Knox St, Friarsground, Ballyhaunis, Co. Mayo, F35 FW08, Ireland",53.763852299999996,-8.7648284,Mayo,"8 KNOX STREET, BALLYHAUNIS, CO MAYO",06/11/2020,18000.0,35,53.763852299999996,-8.7648284,1.0579763888252123,53.7652628,-8.780729,35,53.763852299999996,-8.7648284,0.11396453978904897,53.7628378,-8.7645957,35.0,53.763852299999996,-8.7648284,BALLYHAUNIS,157025
36,36,38,"8 Manor Ave, Maryborough Ridge, Cork, T12 K19X, Ireland",51.86419779999999,-8.4145094,Cork,"8 MANOR AVENUE, MARYBOROUGH RIDGE, MARYBOROUGH HILL DOUGLAS",06/11/2020,470000.0,36,51.86419779999999,-8.4145094,2.5480803485946755,51.8788253,-8.4430259,36,51.86419779999999,-8.4145094,0.8823366850011339,51.8686221,-8.4038589,36.0,51.86419779999999,-8.4145094,DOUGLAS,47132
37,37,263315,"8 Manor Ave, Maryborough Ridge, Cork, T12 K19X, Ireland",51.86419779999999,-8.4145094,Cork,"8 MANOR AVENUE, MARYBOROUGH RIDGE, MARYBOROUGH HILL DOUGLAS",06/11/2020,470000.0,37,51.86419779999999,-8.4145094,2.5480803485946755,51.8788253,-8.4430259,37,51.86419779999999,-8.4145094,0.8823366850011339,51.8686221,-8.4038589,37.0,51.86419779999999,-8.4145094,DOUGLAS,47132
38,38,34,"Carrington, Santry Demesne, Dublin, Ireland",53.404084,-6.251875900000001,Dublin,"90 CARRINGTON, NORTHWOOD, SANTRY",06/11/2020,258000.0,38,53.404084,-6.251875900000001,1.3999104783979277,53.3935792,-6.2634717,38,53.404084,-6.251875900000001,0.7085988173651023,53.398206,-6.255974,38.0,53.404084,-6.251875900000001,AIRPORT,267001
39,39,5,"Darcystown Rd, Co. Dublin, Ireland",53.58083979999999,-6.175834099999999,Dublin,"DARCYSTOWN, BALBRIGGAN, CO DUBLIN",06/11/2020,171000.0,39,53.58083979999999,-6.175834099999999,2.2279242150428202,53.6006598,-6.1805202,39,53.58083979999999,-6.175834099999999,1.2258987661771386,53.5894625,-6.187374,39.0,53.58083979999999,-6.175834099999999,BALBRIGGAN RURAL,267002
40,40,69,"127 The Crescent, Millbrook Lawns, Dublin 24, D24 KWC5, Ireland",53.28375450000001,-6.3538953000000005,Dublin,"127 THE CRESCENT, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",05/11/2020,255000.0,40,53.28375450000001,-6.3538953000000005,0.9112451000053566,53.2762325,-6.3484937,40,53.28375450000001,-6.3538953000000005,0.33758992376657365,53.286047,-6.3572162,40.0,53.28375450000001,-6.3538953000000005,TALLAGHT-MILLBROOK,267145
41,41,68,"Apartment 7, Rookwood View, Stocking Ln, Rathfarnham, Dublin 16, Ireland",53.279070499999996,-6.300511900000001,Dublin,"12 ROOKWOOD VIEW, STOCKING LANE, RATHFARNHAM DUBLIN 16",05/11/2020,345000.0,41,53.279070499999996,-6.300511900000001,0.6567832025234512,53.2848024,-6.3028515,41,53.279070499999996,-6.300511900000001,0.7533112536387909,53.2793738,-6.2892052,41.0,53.279070499999996,-6.300511900000001,EDMONDSTOWN,267083
42,42,67,"13 Foxfield Lawn, Donaghmede, Dublin 5, D05 AT28, Ireland",53.3830356,-6.1583687000000005,Dublin,"13 FOXFIELD LAWN, RAHENY, DUBLIN 5",05/11/2020,540000.0,42,53.3830356,-6.1583687000000005,0.9925021343028004,53.388932,-6.169582,42,53.3830356,-6.1583687000000005,0.39939002647460375,53.3864926,-6.1567589,42.0,53.3830356,-6.1583687000000005,RAHENY-FOXFIELD,268124
43,43,59,"17 Kilmurry Ct, Garryowen, Co. Limerick, V94 VP2V, Ireland",52.6624611,-8.6120088,Limerick,"17 KILMURRY COURT, GARRYOWEN, LIMERICK",05/11/2020,140000.0,43,52.6624611,-8.6120088,0.7118562098847586,52.6601486,-8.6218387,43,52.6624611,-8.6120088,0.06558916753202164,52.66265,-8.612929,43.0,52.6624611,-8.6120088,ABBEY D,128004
44,44,76,"Carna Doone, 18 Summer Hill, Corporation Lands, Wicklow, A67 X990, Ireland",52.9784005,-6.034477900000001,Wicklow,"18 SUMMER HILL, WICKLOW, WICKLOW",05/11/2020,345000.0,44,52.9784005,-6.034477900000001,0.16527376427611162,52.9778922,-6.0367947,44,52.9784005,-6.034477900000001,0.3028345508552151,52.9776192,-6.0388057,44.0,52.9784005,-6.034477900000001,WICKLOW URBAN,257078
45,45,77,"19 Tyrconnell Grove, Inchicore, Dublin, Ireland",53.337470700000004,-6.3218742,Dublin,"19 TIR CONNELL GROVE, INCHICORE, DUBLIN 8",05/11/2020,348550.0,45,53.337470700000004,-6.3218742,0.015076608326128355,53.3373353,-6.3218796,45,53.337470700000004,-6.3218742,0.20392259823560405,53.3376306,-6.3249305,45.0,53.337470700000004,-6.3218742,KILMAINHAM C,268085
46,46,106,"24 Rockfield Crescent, Church Rd, Blackrock, Cork, T12 PX9W, Ireland",51.895457799999996,-8.418140600000001,Cork,"24 THE CRESCENT, ROCKFIELD CHURCH ROAD, BLACKROCK",05/11/2020,380000.0,46,51.895457799999996,-8.418140600000001,0.1643517019356741,51.8955772,-8.4157559,46,51.895457799999996,-8.418140600000001,0.14074685033929424,51.8958828,-8.4200703,46.0,51.895457799999996,-8.418140600000001,MAHON A,48042
47,47,95,"249 Howth Rd, Clontarf, Dublin 5, D05 A2V9, Ireland",53.3738645,-6.1993539,Dublin,"249 HOWTH RD, KILLESTER, DUBLIN 5",05/11/2020,540000.0,47,53.3738645,-6.1993539,0.4056287150292054,53.3730167,-6.1934137,47,53.3738645,-6.1993539,0.2532529618947104,53.3747793,-6.1958623,47.0,53.3738645,-6.1993539,CLONTARF EAST E,268045
48,48,86,"51 St Eithne Rd, Cabra East, Dublin 7, D07 H3C5, Ireland",53.36600479999999,-6.286161,Dublin,"51 ST EITHNE RD, CABRA, DUBLIN 7",05/11/2020,358000.0,48,53.36600479999999,-6.286161,0.6198714579136683,53.3687218,-6.2943072,48,53.36600479999999,-6.286161,0.2572758448569447,53.3636989,-6.2858989,48.0,53.36600479999999,-6.286161,CABRA EAST B,268031
49,49,78,"51 St Brendan's Cres, Greenhills, Dublin 12, D12 H5F6, Ireland",53.3102173,-6.3370885,Dublin,"51 ST.BRENDANS CRESCENT, WALKINSTOWN, DUBLIN 12",05/11/2020,415000.0,49,53.3102173,-6.3370885,0.3582290239802337,53.30722,-6.3351279,49,53.3102173,-6.3370885,0.4182669642551311,53.30871,-6.331328,49.0,53.3102173,-6.3370885,TERENURE-St. JAMES,267157
50,50,79,"53 Boroimhe Cedars, Fosterstown North, Swords, Co. Dublin, K67 KF40, Ireland",53.4454796,-6.2340982,Dublin,"53 BOROIMHE CEDARS, SWORDS, DUBLIN",05/11/2020,298000.0,50,53.4454796,-6.2340982,0.993559100227618,53.4525311,-6.2249102,50,53.4454796,-6.2340982,0.8569083444183996,53.4518072,-6.2414595,50.0,53.4454796,-6.2340982,SWORDS-FORREST,267132
51,51,120,"6 Cherryvalley Ave, Cherryvalley, Rathmolyon, Co. Meath, A83 X458, Ireland",53.4868456,-6.8102558,Meath,"6 CHERRYVALLEY AVE, RATHMOLYON, MEATH",05/11/2020,290000.0,51,53.4868456,-6.8102558,7.315784118337659,53.550757,-6.784501,51,53.4868456,-6.8102558,4.448349328739437,53.4901386,-6.743321,51.0,53.4868456,-6.8102558,RATHMOLYON,167077
52,52,123,"6 Glenarriff Rd, Ashtown, Dublin, Ireland",53.3732544,-6.3205964,Dublin,"6 GLENARRIFF RD, KINVARA PARK, NAVAN RD DUBLIN 7",05/11/2020,420000.0,52,53.3732544,-6.3205964,0.8875254396305963,53.3714993,-6.3075605,52,53.3732544,-6.3205964,0.5646136351807202,53.378316,-6.3200491,52.0,53.3732544,-6.3205964,ASHTOWN A,268006
53,53,121,"6 Holywell Lawn, Feltrim Hall, Swords, Co. Dublin, K67 CF66, Ireland",53.4414723,-6.2092851,Dublin,"6 HOLYWELL LAWN, FELTRIM RD, SWORDS",05/11/2020,260000.0,53,53.4414723,-6.2092851,1.608886775733082,53.4525311,-6.2249102,53,53.4414723,-6.2092851,0.3480148373841532,53.4445361,-6.2082405,53.0,53.4414723,-6.2092851,KINSALEY,267099
54,54,110,"60 Sliabh Amharc, Lyre, Enniscorthy, Co. Wexford, Y21 R8Y0, Ireland",52.5124998,-6.585998599999999,Wexford,"60 SLIABH AMHARC, MILEHOUSE RD, ENNISCORTHY",05/11/2020,126000.0,54,52.5124998,-6.585998599999999,0.29962226847325474,52.5098591,-6.5851425,54,52.5124998,-6.585998599999999,0.6887067604080048,52.5068183,-6.5819746,54.0,52.5124998,-6.585998599999999,ENNISCORTHY RURAL,247045
55,55,115,"85 Priory Square, Oakleypark, Celbridge, Co. Kildare, Ireland",53.3373405,-6.5549856,Kildare,"85 PRIORY SQ, ST RAPHAELS MANOR, CELBRIDGE",05/11/2020,235000.0,55,53.3373405,-6.5549856,0.5606888293813149,53.3339478,-6.5612202,55,53.3373405,-6.5549856,0.3294029551951822,53.3402857,-6.5545051,55.0,53.3373405,-6.5549856,CELBRIDGE,87023
56,56,92,"Bohonagh, Co. Cork, Ireland",51.5851671,-9.000526400000002,Cork,"BOHONAGH, ROSSCARBERY, CO. CORK",05/11/2020,315000.0,56,51.5851671,-9.000526400000002,1.7594789972647955,51.583032,-9.0257308,56,51.5851671,-9.000526400000002,2.0818174233247375,51.5803726,-9.0296174,56.0,51.5851671,-9.000526400000002,COOLCRAHEEN,47110
57,57,93,"Lisleigh, Ballyclough, Rathnee, Mallow, Co. Cork, Ireland",52.16879229999999,-8.7371794,Cork,"DERRYORGAN, BALLYCLOUGH, MALLOW",05/11/2020,160000.0,57,52.16879229999999,-8.7371794,7.126013482570683,52.1388367,-8.6449705,57,52.16879229999999,-8.7371794,4.6515246815722024,52.1741854,-8.804743,57.0,52.16879229999999,-8.7371794,KILMACLENINE,47206
58,58,94,"Knockalegan, Crossmolina, Co. Mayo, Ireland",54.100342000000005,-9.3158456,Mayo,"KNOCKADINE, CROSSMOLINA, MAYO",05/11/2020,152500.0,58,54.100342000000005,-9.3158456,0.3193466429629192,54.0974732,-9.3158409,58,54.100342000000005,-9.3158456,7.081002451059248e-13,54.100342,-9.3158456,58.0,54.100342000000005,-9.3158456,CROSSMOLINA SOUTH,157066
59,59,103,"Sligo Rd, Ballina, Co. Mayo, Ireland",54.1204588,-9.1339405,Mayo,"SLIGO ROAD, BALLINA, MAYO",05/11/2020,52500.0,59,54.1204588,-9.1339405,0.8386568926980392,54.1151634,-9.1430837,59,54.1204588,-9.1339405,1.2706322952692,54.1316662,-9.1302466,59.0,54.1204588,-9.1339405,ARDNAREE SOUTH RURAL,157011
60,60,90,"Courtmacsherry, Bandon, Co. Cork, Ireland",51.6333719,-8.6995669,Cork,"THE COTTAGE, BALLINAMONA, COURTMACSHERRY",05/11/2020,355000.0,60,51.6333719,-8.6995669,11.660375447503709,51.7337153,-8.7480502,60,51.6333719,-8.6995669,4.261159856829356,51.6091828,-8.7473529,60.0,51.6333719,-8.6995669,COURTMACSHERRY,47117
61,61,71,"Killegland Hall, Killegland, Ashbourne, Co. Meath, Ireland",53.5107461,-6.401779,Meath,"10 KILLEGLAND HALL, ASHBOURNE, MEATH",05/11/2020,172000.0,61,53.5107461,-6.401779,0.91185974463769,53.5114491,-6.4155032,61,53.5107461,-6.401779,0.5530515518369437,53.5058196,-6.4006982,61.0,53.5107461,-6.401779,DONAGHMORE,167025
62,62,62,"Old Windmill Court, Lower Gerald Griffin St, Limerick, Ireland",52.661911399999994,-8.6198751,Limerick,"16 OLD WINDMILL COURT, LOWER GERALD GRIFFIN ST, LIMERICK",05/11/2020,145000.0,62,52.661911399999994,-8.6198751,0.23681779492446495,52.6601486,-8.6218387,62,52.661911399999994,-8.6198751,0.23980960734877282,52.6618831,-8.6163235,62.0,52.661911399999994,-8.6198751,MARKET,128029
63,63,63,"17 Maple Dr, Caherdavin Lawn, Limerick, V94 D8KV, Ireland",52.6699064,-8.6644766,Limerick,"17 MAPLE DR, CAHERDAVIN LAWN, LIMERICK",05/11/2020,215000.0,63,52.6699064,-8.6644766,1.0112283009434522,52.6615983,-8.6584185,63,52.6699064,-8.6644766,0.6312119830577578,52.6743701,-8.6587096,63.0,52.6699064,-8.6644766,LIMERICK NORTH RURAL,127105
