P-ID,Sale Price (Euro),Stamp Duty (Euro),Total Amount (Euro)
4419314,149000.0,"1,490","150,490"
4435568,1475000.0,"19,500","1,494,500"
4442101,375000.0,"3,750","378,750"
4462414,300000.0,"3,000","303,000"
4463086,280000.0,"2,800","282,800"
4449154,280000.0,"2,800","282,800"
4454356,165000.0,"1,650","166,650"
4468734,110000.0,"1,100","111,100"
4337807,260000.0,"2,600","262,600"
4464279,165000.0,"1,650","166,650"
4462285,165000.0,"1,650","166,650"
4363008,945000.0,"9,450","954,450"
4448292,398000.0,"3,980","401,980"
4466764,515000.0,"5,150","520,150"
4459975,150000.0,"1,500","151,500"
4450418,795000.0,"7,950","802,950"
4422630,224950.0,"2,249","227,199"
4452811,495000.0,"4,950","499,950"
4466691,249000.0,"2,490","251,490"
4414186,POA ,,
4437369,625000.0,"6,250","631,250"
4318697,1600000.0,"22,000","1,622,000"
4461900,260000.0,"2,600","262,600"
4456626,259950.0,"2,599","262,549"
4422533,145000.0,"1,450","146,450"
4432250,395000.0,"3,950","398,950"
4466652,735000.0,"7,350","742,350"
4459664,365000.0,"3,650","368,650"
4458406,299950.0,"2,999","302,949"
4451859,265000.0,"2,650","267,650"
4464919,400000.0,"4,000","404,000"
4436456,119000.0,"1,190","120,190"
4443858,239950.0,"2,399","242,349"
4429749,449950.0,"4,499","454,449"
4461605,265000.0,"2,650","267,650"
4461410,145000.0,"1,450","146,450"
4428060,275000.0,"2,750","277,750"
4422982,595000.0,"5,950","600,950"
4421377,450000.0,"4,500","454,500"
4468021,285000.0,"2,850","287,850"
4464121,360000.0,"3,600","363,600"
4462548,300000.0,"3,000","303,000"
4454973,550000.0,"5,500","555,500"
4462033,450000.0,"4,500","454,500"
4398125,295000.0,"2,950","297,950"
4458376,198500.0,"1,985","200,485"
4461357,475000.0,"4,750","479,750"
4449703,270000.0,"2,700","272,700"
4419138,150000.0,"1,500","151,500"
4321006,190000.0,"1,900","191,900"
4450687,240000.0,"2,400","242,400"
4326625,1395000.0,"17,900","1,412,900"
4468633,395000.0,"3,950","398,950"
4449449,180000.0,"1,800","181,800"
4422554,199950.0,"1,999","201,949"
4457560,375000.0,"3,750","378,750"
4464707,310000.0,"3,100","313,100"
4459284,450000.0,"4,500","454,500"
4458108,185000.0,"1,850","186,850"
4444794,349500.0,"3,495","352,995"
4461856,575000.0,"5,750","580,750"
4448135,320000.0,"3,200","323,200"
4443500,390000.0,"3,900","393,900"
4450702,289950.0,"2,899","292,849"
4467448,139000.0,"1,390","140,390"
4456416,327500.0,"3,275","330,775"
4456460,330000.0,"3,300","333,300"
4463221,575000.0,"5,750","580,750"
4456196,120000.0,"1,200","121,200"
4462686,70000.0,700,"70,700"
4467057,320000.0,"3,200","323,200"
4460585,730000.0,"7,300","737,300"
4459717,165000.0,"1,650","166,650"
4463258,475000.0,"4,750","479,750"
4406201,395000.0,"3,950","398,950"
4465847,55000.0,550,"55,550"
4416563,230000.0,"2,300","232,300"
4421718,87000.0,870,"87,870"
4443285,350000.0,"3,500","353,500"
4439470,670000.0,"6,700","676,700"
4455411,175000.0,"1,750","176,750"
4465142,495000.0,"4,950","499,950"
4468885,110000.0,"1,100","111,100"
4453337,260000.0,"2,600","262,600"
4462343,329950.0,"3,299","333,249"
4427121,239500.0,"2,395","241,895"
4459648,675000.0,"6,750","681,750"
4374792,290000.0,"2,900","292,900"
4466556,215000.0,"2,150","217,150"
4465398,299000.0,"2,990","301,990"
4466160,119000.0,"1,190","120,190"
4448397,210000.0,"2,100","212,100"
4435399,299950.0,"2,999","302,949"
4466444,950000.0,"9,500","959,500"
4341786,180000.0,"1,800","181,800"
4458005,195000.0,"1,950","196,950"
4453798,98000.0,980,"98,980"
4463491,200000.0,"2,000","202,000"
4423192,158500.0,"1,585","160,085"
4430007,220000.0,"2,200","222,200"
4436658,355000.0,"3,550","358,550"
4455584,360000.0,"3,600","363,600"
4453004,160000.0,"1,600","161,600"
4463024,178500.0,"1,785","180,285"
4455738,187500.0,"1,875","189,375"
4466932,495000.0,"4,950","499,950"
4461768,530000.0,"5,300","535,300"
4420695,2395000.0,"37,900","2,432,900"
4443846,295000.0,"2,950","297,950"
4420091,325000.0,"3,250","328,250"
4466606,235000.0,"2,350","237,350"
4462984,175000.0,"1,750","176,750"
4466077,425000.0,"4,250","429,250"
4462855,750000.0,"7,500","757,500"
4460038,850000.0,"8,500","858,500"
4451266,315000.0,"3,150","318,150"
4457405,135000.0,"1,350","136,350"
4468250,75000.0,750,"75,750"
4467474,189950.0,"1,899","191,849"
4467409,585000.0,"5,850","590,850"
4463584,195000.0,"1,950","196,950"
4455726,610000.0,"6,100","616,100"
4463200,180000.0,"1,800","181,800"
4454009,445000.0,"4,450","449,450"
4462038,1550000.0,"21,000","1,571,000"
4468765,105000.0,"1,050","106,050"
4447870,280000.0,"2,800","282,800"
4434678,595000.0,"5,950","600,950"
4467380,135000.0,"1,350","136,350"
4424951,240000.0,"2,400","242,400"
4465962,99950.0,999,"100,949"
4447351,425000.0,"4,250","429,250"
4414347,795000.0,"7,950","802,950"
4462674,475000.0,"4,750","479,750"
4467660,350000.0,"3,500","353,500"
4417996,475000.0,"4,750","479,750"
4451288,199000.0,"1,990","200,990"
4462366,210000.0,"2,100","212,100"
4464945,340000.0,"3,400","343,400"
4450594,275000.0,"2,750","277,750"
4430400,POA ,,
4467236,545000.0,"5,450","550,450"
4461548,350000.0,"3,500","353,500"
4420198,375000.0,"3,750","378,750"
4466840,620000.0,"6,200","626,200"
4467442,365000.0,"3,650","368,650"
4463878,355000.0,"3,550","358,550"
4463577,440000.0,"4,400","444,400"
4461346,520000.0,"5,200","525,200"
4455308,685000.0,"6,850","691,850"
4462168,310000.0,"3,100","313,100"
4468282,95000.0,950,"95,950"
4459077,168000.0,"1,680","169,680"
4459980,300000.0,"3,000","303,000"
4448144,725000.0,"7,250","732,250"
4460980,350000.0,"3,500","353,500"
4456948,290000.0,"2,900","292,900"
4421263,159950.0,"1,599","161,549"
4430882,224950.0,"2,249","227,199"
4409388,675000.0,"6,750","681,750"
4439852,850000.0,"8,500","858,500"
4426782,385000.0,"3,850","388,850"
4458693,285000.0,"2,850","287,850"
4458091,235000.0,"2,350","237,350"
4449551,495000.0,"4,950","499,950"
4454930,260000.0,"2,600","262,600"
4464185,395000.0,"3,950","398,950"
4437472,425000.0,"4,250","429,250"
4447560,375000.0,"3,750","378,750"
4453870,300000.0,"3,000","303,000"
4459589,"250,000",,
4464046,560000.0,"5,600","565,600"
4466531,145000.0,"1,450","146,450"
4459191,475000.0,"4,750","479,750"
4335432,249000.0,"2,490","251,490"
4430102,595000.0,"5,950","600,950"
4430233,239000.0,"2,390","241,390"
4455393,169000.0,"1,690","170,690"
4409179,795000.0,"7,950","802,950"
4454411,195000.0,"1,950","196,950"
4442527,194950.0,"1,949","196,899"
4446309,460000.0,"4,600","464,600"
4458403,275000.0,"2,750","277,750"
4468914,400000.0,"4,000","404,000"
4463786,99950.0,999,"100,949"
4455759,450000.0,"4,500","454,500"
4426966,180000.0,"1,800","181,800"
4463287,695000.0,"6,950","701,950"
4444824,85000.0,850,"85,850"
4466893,260000.0,"2,600","262,600"
4467494,219000.0,"2,190","221,190"
4447655,1150000.0,"13,000","1,163,000"
4466170,1950000.0,"29,000","1,979,000"
4466598,349950.0,"3,499","353,449"
4441864,320000.0,"3,200","323,200"
4460344,235000.0,"2,350","237,350"
4451790,350000.0,"3,500","353,500"
4430999,549000.0,"5,490","554,490"
4467112,320000.0,"3,200","323,200"
4461144,145000.0,"1,450","146,450"
4445067,425000.0,"4,250","429,250"
4465870,309950.0,"3,099","313,049"
4467024,90000.0,900,"90,900"
4458365,725000.0,"7,250","732,250"
4454125,257500.0,"2,575","260,075"
4437435,650000.0,"6,500","656,500"
4438613,475000.0,"4,750","479,750"
4468534,155000.0,"1,550","156,550"
4464159,375000.0,"3,750","378,750"
4446109,950000.0,"9,500","959,500"
4420902,240000.0,"2,400","242,400"
4467753,395000.0,"3,950","398,950"
4460303,235000.0,"2,350","237,350"
4460301,240000.0,"2,400","242,400"
4465664,370000.0,"3,700","373,700"
4308859,295000.0,"2,950","297,950"
4437225,132000.0,"1,320","133,320"
4449361,385000.0,"3,850","388,850"
4431759,200000.0,"2,000","202,000"
4440105,249950.0,"2,499","252,449"
4452913,320000.0,"3,200","323,200"
4442082,185000.0,"1,850","186,850"
4466686,595000.0,"5,950","600,950"
4458557,775000.0,"7,750","782,750"
4468246,495950.0,"4,959","500,909"
4454117,675000.0,"6,750","681,750"
4463962,65000.0,650,"65,650"
4441380,420000.0,"4,200","424,200"
4441433,400000.0,"4,000","404,000"
4462253,POA ,,
4448348,395000.0,"3,950","398,950"
4430340,98000.0,980,"98,980"
4463732,795000.0,"7,950","802,950"
4434574,209950.0,"2,099","212,049"
4463634,395000.0,"3,950","398,950"
4462526,525000.0,"5,250","530,250"
4463554,235000.0,"2,350","237,350"
4435660,445000.0,"4,450","449,450"
4375196,825000.0,"8,250","833,250"
4468516,325000.0,"3,250","328,250"
4457761,115000.0,"1,150","116,150"
4467899,210000.0,"2,100","212,100"
4467426,99000.0,990,"99,990"
4441591,235000.0,"2,350","237,350"
4468527,220000.0,"2,200","222,200"
4467157,220000.0,"2,200","222,200"
4449392,340000.0,"3,400","343,400"
4448446,350000.0,"3,500","353,500"
4459197,165000.0,"1,650","166,650"
4447889,230000.0,"2,300","232,300"
4447761,350000.0,"3,500","353,500"
4460095,395000.0,"3,950","398,950"
4456913,535000.0,"5,350","540,350"
4421110,POA ,,
4467571,130000.0,"1,300","131,300"
4463849,179000.0,"1,790","180,790"
4442532,324950.0,"3,249","328,199"
4443579,320000.0,"3,200","323,200"
4380997,379950.0,"3,799","383,749"
4466367,285000.0,"2,850","287,850"
4452075,340000.0,"3,400","343,400"
4455774,390000.0,"3,900","393,900"
4458890,255000.0,"2,550","257,550"
4455295,150000.0,"1,500","151,500"
4436236,159000.0,"1,590","160,590"
4460964,190000.0,"1,900","191,900"
4410390,575000.0,"5,750","580,750"
4455650,445000.0,"4,450","449,450"
4361729,299000.0,"2,990","301,990"
4422046,180000.0,"1,800","181,800"
4456063,795000.0,"7,950","802,950"
4444568,295000.0,"2,950","297,950"
4456817,215000.0,"2,150","217,150"
4440891,1295000.0,"15,900","1,310,900"
4439936,275000.0,"2,750","277,750"
4466304,750000.0,"7,500","757,500"
4455739,745000.0,"7,450","752,450"
4445502,295000.0,"2,950","297,950"
4456139,310000.0,"3,100","313,100"
4436630,115000.0,"1,150","116,150"
4449735,295000.0,"2,950","297,950"
4451459,225000.0,"2,250","227,250"
4466305,350000.0,"3,500","353,500"
4465742,420000.0,"4,200","424,200"
4410070,295000.0,"2,950","297,950"
4466653,424000.0,"4,240","428,240"
4434677,335000.0,"3,350","338,350"
4436341,235000.0,"2,350","237,350"
4325324,350000.0,"3,500","353,500"
4421378,425000.0,"4,250","429,250"
4348073,249950.0,"2,499","252,449"
4453163,330000.0,"3,300","333,300"
4213440,130000.0,"1,300","131,300"
4373038,330000.0,"3,300","333,300"
4464973,130000.0,"1,300","131,300"
4451674,160000.0,"1,600","161,600"
4459439,149000.0,"1,490","150,490"
4116281,499000.0,"4,990","503,990"
4429314,310000.0,"3,100","313,100"
4467938,265000.0,"2,650","267,650"
4455661,510000.0,"5,100","515,100"
4463384,490000.0,"4,900","494,900"
4457032,185000.0,"1,850","186,850"
4450726,725000.0,"7,250","732,250"
4274714,319000.0,"3,190","322,190"
4464000,210000.0,"2,100","212,100"
4437675,475000.0,"4,750","479,750"
4429677,270000.0,"2,700","272,700"
4454975,450000.0,"4,500","454,500"
4450525,275000.0,"2,750","277,750"
4451543,350000.0,"3,500","353,500"
4452153,120000.0,"1,200","121,200"
4466384,209000.0,"2,090","211,090"
4467536,1095000.0,"11,900","1,106,900"
4461398,230000.0,"2,300","232,300"
4447893,215000.0,"2,150","217,150"
4465155,625000.0,"6,250","631,250"
4232410,210000.0,"2,100","212,100"
4464147,495000.0,"4,950","499,950"
4464968,110000.0,"1,100","111,100"
4428823,"50,000",,
4455444,140000.0,"1,400","141,400"
4461723,315000.0,"3,150","318,150"
4455325,575000.0,"5,750","580,750"
4468742,279950.0,"2,799","282,749"
4257739,370000.0,"3,700","373,700"
4447998,200000.0,"2,000","202,000"
4442838,1850000.0,"27,000","1,877,000"
4442833,1850000.0,"27,000","1,877,000"
4456868,549950.0,"5,499","555,449"
4467816,215000.0,"2,150","217,150"
4462691,280000.0,"2,800","282,800"
4451750,260000.0,"2,600","262,600"
4460960,240000.0,"2,400","242,400"
4455775,280000.0,"2,800","282,800"
4467361,255000.0,"2,550","257,550"
4463337,155000.0,"1,550","156,550"
4421740,495000.0,"4,950","499,950"
4466253,198500.0,"1,985","200,485"
4467160,POA ,,
4465165,280000.0,"2,800","282,800"
4444990,179950.0,"1,799","181,749"
4447097,185000.0,"1,850","186,850"
4466515,210000.0,"2,100","212,100"
4412671,420000.0,"4,200","424,200"
4459090,340000.0,"3,400","343,400"
4462511,165000.0,"1,650","166,650"
4446427,239000.0,"2,390","241,390"
4442841,1850000.0,"27,000","1,877,000"
4442836,1850000.0,"27,000","1,877,000"
4462815,199000.0,"1,990","200,990"
4452697,975000.0,"9,750","984,750"
4445931,750000.0,"7,500","757,500"
4450103,264950.0,"2,649","267,599"
4433003,125000.0,"1,250","126,250"
4463243,225000.0,"2,250","227,250"
4455776,390000.0,"3,900","393,900"
4466266,189950.0,"1,899","191,849"
4461568,235000.0,"2,350","237,350"
4461008,140000.0,"1,400","141,400"
4418755,2750000.0,"45,000","2,795,000"
4450229,245000.0,"2,450","247,450"
4327817,475000.0,"4,750","479,750"
4462553,550000.0,"5,500","555,500"
4466095,285000.0,"2,850","287,850"
4422536,315000.0,"3,150","318,150"
4438549,175000.0,"1,750","176,750"
4414555,695000.0,"6,950","701,950"
4462418,225000.0,"2,250","227,250"
4436174,385000.0,"3,850","388,850"
4376393,595000.0,"5,950","600,950"
4423210,89950.0,899,"90,849"
4463269,400000.0,"4,000","404,000"
4467222,1875000.0,"27,500","1,902,500"
4446614,469950.0,"4,699","474,649"
4462362,740000.0,"7,400","747,400"
4436754,795000.0,"7,950","802,950"
4421023,325000.0,"3,250","328,250"
4468594,80000.0,800,"80,800"
4468001,725000.0,"7,250","732,250"
4443288,349950.0,"3,499","353,449"
4461515,230000.0,"2,300","232,300"
4412806,120000.0,"1,200","121,200"
4465893,460000.0,"4,600","464,600"
4462446,129000.0,"1,290","130,290"
4430901,190000.0,"1,900","191,900"
4463614,645000.0,"6,450","651,450"
4414943,180000.0,"1,800","181,800"
4437211,625000.0,"6,250","631,250"
4437147,625000.0,"6,250","631,250"
4466669,295000.0,"2,950","297,950"
4459156,340000.0,"3,400","343,400"
4444598,320000.0,"3,200","323,200"
4467527,425000.0,"4,250","429,250"
4428871,345000.0,"3,450","348,450"
4380963,1100000.0,"12,000","1,112,000"
4463985,250000.0,"2,500","252,500"
4467544,219950.0,"2,199","222,149"
4460646,450000.0,"4,500","454,500"
4461447,345000.0,"3,450","348,450"
4363144,1750000.0,"25,000","1,775,000"
4425166,415000.0,"4,150","419,150"
4460475,135000.0,"1,350","136,350"
4371082,290000.0,"2,900","292,900"
4464025,300000.0,"3,000","303,000"
4468960,495000.0,"4,950","499,950"
4444400,299950.0,"2,999","302,949"
4468504,95000.0,950,"95,950"
4453206,699000.0,"6,990","705,990"
4443948,270000.0,"2,700","272,700"
4446771,499000.0,"4,990","503,990"
4468651,225000.0,"2,250","227,250"
4455413,725000.0,"7,250","732,250"
4465933,255000.0,"2,550","257,550"
4466201,300000.0,"3,000","303,000"
4460339,260000.0,"2,600","262,600"
4466890,225000.0,"2,250","227,250"
4447368,825000.0,"8,250","833,250"
4407729,240000.0,"2,400","242,400"
4460374,545000.0,"5,450","550,450"
4466928,750000.0,"7,500","757,500"
4315643,585000.0,"5,850","590,850"
4454347,685000.0,"6,850","691,850"
4422417,274950.0,"2,749","277,699"
4466427,365000.0,"3,650","368,650"
4435329,185000.0,"1,850","186,850"
4468407,625000.0,"6,250","631,250"
4468924,240000.0,"2,400","242,400"
4468398,290000.0,"2,900","292,900"
4461984,399950.0,"3,999","403,949"
4456772,399000.0,"3,990","402,990"
4468117,220000.0,"2,200","222,200"
4462902,220000.0,"2,200","222,200"
4460175,220000.0,"2,200","222,200"
4427117,1100000.0,"12,000","1,112,000"
4464169,795000.0,"7,950","802,950"
4450440,290000.0,"2,900","292,900"
4459404,850000.0,"8,500","858,500"
4466296,"260,000",,
4461279,199950.0,"1,999","201,949"
4436241,195000.0,"1,950","196,950"
4462806,95000.0,950,"95,950"
4465440,435000.0,"4,350","439,350"
4455732,370000.0,"3,700","373,700"
4468016,245000.0,"2,450","247,450"
4465089,380000.0,"3,800","383,800"
4060129,425000.0,"4,250","429,250"
4467773,450000.0,"4,500","454,500"
4446701,120000.0,"1,200","121,200"
4466349,335000.0,"3,350","338,350"
4456807,199950.0,"1,999","201,949"
4463442,330000.0,"3,300","333,300"
4467984,425000.0,"4,250","429,250"
4459806,205000.0,"2,050","207,050"
4431113,98000.0,980,"98,980"
4442499,450000.0,"4,500","454,500"
4434480,286000.0,"2,860","288,860"
4450247,725000.0,"7,250","732,250"
4461745,190000.0,"1,900","191,900"
4467553,325000.0,"3,250","328,250"
4449195,250000.0,"2,500","252,500"
4464615,279000.0,"2,790","281,790"
4415009,239000.0,"2,390","241,390"
4452514,395000.0,"3,950","398,950"
4455084,275000.0,"2,750","277,750"
4454670,475000.0,"4,750","479,750"
4313049,289500.0,"2,895","292,395"
4448956,155000.0,"1,550","156,550"
4468108,215000.0,"2,150","217,150"
4464277,65000.0,650,"65,650"
4468343,180000.0,"1,800","181,800"
4454189,595000.0,"5,950","600,950"
4456491,225000.0,"2,250","227,250"
4468897,100000.0,"1,000","101,000"
4414326,1025000.0,"10,500","1,035,500"
4378569,90000.0,900,"90,900"
4423464,1150000.0,"13,000","1,163,000"
4467526,250000.0,"2,500","252,500"
4329721,350000.0,"3,500","353,500"
4441576,295000.0,"2,950","297,950"
4458783,POA ,,
4467976,595000.0,"5,950","600,950"
4404616,299950.0,"2,999","302,949"
4438832,390000.0,"3,900","393,900"
4464077,145000.0,"1,450","146,450"
4468705,695000.0,"6,950","701,950"
4463945,175000.0,"1,750","176,750"
4443978,140000.0,"1,400","141,400"
4468513,740000.0,"7,400","747,400"
4275707,330000.0,"3,300","333,300"
4430116,425000.0,"4,250","429,250"
4447645,150000.0,"1,500","151,500"
4458841,120000.0,"1,200","121,200"
4318631,150000.0,"1,500","151,500"
4468667,495000.0,"4,950","499,950"
4464739,205000.0,"2,050","207,050"
4462695,245000.0,"2,450","247,450"
4450792,220000.0,"2,200","222,200"
4464740,90000.0,900,"90,900"
4464666,395000.0,"3,950","398,950"
4452605,140000.0,"1,400","141,400"
4461418,160000.0,"1,600","161,600"
4460149,630000.0,"6,300","636,300"
4448763,205000.0,"2,050","207,050"
4451049,265000.0,"2,650","267,650"
4355528,560000.0,"5,600","565,600"
4437230,395000.0,"3,950","398,950"
4468665,80000.0,800,"80,800"
4460511,430000.0,"4,300","434,300"
4449489,585000.0,"5,850","590,850"
4444472,420000.0,"4,200","424,200"
4451958,300000.0,"3,000","303,000"
4463975,105000.0,"1,050","106,050"
4467111,190000.0,"1,900","191,900"
4463222,135000.0,"1,350","136,350"
4438368,140000.0,"1,400","141,400"
4358487,895000.0,"8,950","903,950"
4462130,127000.0,"1,270","128,270"
4468822,525000.0,"5,250","530,250"
4438482,395000.0,"3,950","398,950"
4457741,495000.0,"4,950","499,950"
4392525,235000.0,"2,350","237,350"
4446633,500000.0,"5,000","505,000"
4468220,240000.0,"2,400","242,400"
4463289,295000.0,"2,950","297,950"
4462001,320000.0,"3,200","323,200"
4463797,245000.0,"2,450","247,450"
4463224,435000.0,"4,350","439,350"
4449541,"285,000",,
4458379,140000.0,"1,400","141,400"
4466434,550000.0,"5,500","555,500"
4467600,250000.0,"2,500","252,500"
4285530,450000.0,"4,500","454,500"
4455745,205000.0,"2,050","207,050"
4467679,495000.0,"4,950","499,950"
4435832,575000.0,"5,750","580,750"
4453759,67500.0,675,"68,175"
4440713,"250,000",,
4460573,275000.0,"2,750","277,750"
4440191,750000.0,"7,500","757,500"
4450424,265000.0,"2,650","267,650"
4466887,180000.0,"1,800","181,800"
4444329,255000.0,"2,550","257,550"
4464156,295000.0,"2,950","297,950"
4446048,395000.0,"3,950","398,950"
4417605,850000.0,"8,500","858,500"
4372255,175000.0,"1,750","176,750"
4446678,295000.0,"2,950","297,950"
4463923,165000.0,"1,650","166,650"
4467618,239950.0,"2,399","242,349"
4450134,210000.0,"2,100","212,100"
4407980,1595000.0,"21,900","1,616,900"
4434910,495000.0,"4,950","499,950"
4460945,485000.0,"4,850","489,850"
4413487,265000.0,"2,650","267,650"
4461954,79900.0,799,"80,699"
4458999,225000.0,"2,250","227,250"
4467293,290000.0,"2,900","292,900"
4460708,230000.0,"2,300","232,300"
4447448,85000.0,850,"85,850"
4456881,435000.0,"4,350","439,350"
4456879,1595000.0,"21,900","1,616,900"
4427895,325000.0,"3,250","328,250"
4460933,194000.0,"1,940","195,940"
4442399,595000.0,"5,950","600,950"
4468974,189500.0,"1,895","191,395"
4383728,275000.0,"2,750","277,750"
4450839,164000.0,"1,640","165,640"
4449183,520000.0,"5,200","525,200"
4454756,585000.0,"5,850","590,850"
4450336,795000.0,"7,950","802,950"
4416266,450000.0,"4,500","454,500"
4444657,150000.0,"1,500","151,500"
4459045,395000.0,"3,950","398,950"
4465743,300000.0,"3,000","303,000"
4462210,595000.0,"5,950","600,950"
4466917,225000.0,"2,250","227,250"
4422038,390000.0,"3,900","393,900"
4468931,345000.0,"3,450","348,450"
4467400,500000.0,"5,000","505,000"
4412863,325000.0,"3,250","328,250"
4457144,374950.0,"3,749","378,699"
4461191,440000.0,"4,400","444,400"
4415865,975000.0,"9,750","984,750"
4462919,305000.0,"3,050","308,050"
4457646,360000.0,"3,600","363,600"
4460850,345000.0,"3,450","348,450"
4454337,260000.0,"2,600","262,600"
4452453,300000.0,"3,000","303,000"
4468095,390000.0,"3,900","393,900"
4458666,195000.0,"1,950","196,950"
4460747,120000.0,"1,200","121,200"
4458350,1100000.0,"12,000","1,112,000"
4441841,275000.0,"2,750","277,750"
4454547,495000.0,"4,950","499,950"
4467202,675000.0,"6,750","681,750"
4458940,795000.0,"7,950","802,950"
4468283,245000.0,"2,450","247,450"
4464184,295000.0,"2,950","297,950"
4456482,240000.0,"2,400","242,400"
4454845,995000.0,"9,950","1,004,950"
4449708,625000.0,"6,250","631,250"
4453534,195000.0,"1,950","196,950"
4433457,"120,000",,
4432040,295000.0,"2,950","297,950"
4444946,185000.0,"1,850","186,850"
4459192,695000.0,"6,950","701,950"
4458572,260000.0,"2,600","262,600"
4460875,675000.0,"6,750","681,750"
4457632,169000.0,"1,690","170,690"
4401100,425000.0,"4,250","429,250"
4339616,365000.0,"3,650","368,650"
4294758,459995.0,"4,599","464,594"
4442967,375000.0,"3,750","378,750"
4463699,195000.0,"1,950","196,950"
4465778,535000.0,"5,350","540,350"
4464825,525000.0,"5,250","530,250"
4463565,155000.0,"1,550","156,550"
4462281,190000.0,"1,900","191,900"
4452589,230000.0,"2,300","232,300"
4457099,365000.0,"3,650","368,650"
4410130,425000.0,"4,250","429,250"
4448782,625000.0,"6,250","631,250"
4467462,82000.0,820,"82,820"
4442918,249950.0,"2,499","252,449"
4450237,325000.0,"3,250","328,250"
4452386,139000.0,"1,390","140,390"
4456138,210000.0,"2,100","212,100"
4467546,250000.0,"2,500","252,500"
4390616,395000.0,"3,950","398,950"
4426356,369950.0,"3,699","373,649"
4454574,260000.0,"2,600","262,600"
4416872,1950000.0,"29,000","1,979,000"
4454525,740000.0,"7,400","747,400"
4413965,320000.0,"3,200","323,200"
4468196,245000.0,"2,450","247,450"
4467974,375000.0,"3,750","378,750"
4467651,170000.0,"1,700","171,700"
4440884,170000.0,"1,700","171,700"
4464203,395000.0,"3,950","398,950"
4458099,150000.0,"1,500","151,500"
4430660,230000.0,"2,300","232,300"
4415955,270000.0,"2,700","272,700"
4463422,169950.0,"1,699","171,649"
4444221,255000.0,"2,550","257,550"
4468610,625000.0,"6,250","631,250"
4430558,435000.0,"4,350","439,350"
4465499,97000.0,970,"97,970"
4450486,175000.0,"1,750","176,750"
4452908,255000.0,"2,550","257,550"
4468783,224950.0,"2,249","227,199"
4447110,289000.0,"2,890","291,890"
4427420,325000.0,"3,250","328,250"
4463159,530000.0,"5,300","535,300"
4461172,209000.0,"2,090","211,090"
4440672,120000.0,"1,200","121,200"
4449928,224950.0,"2,249","227,199"
4376548,475000.0,"4,750","479,750"
4439048,320000.0,"3,200","323,200"
4461935,230000.0,"2,300","232,300"
4430329,435000.0,"4,350","439,350"
4465403,255000.0,"2,550","257,550"
4454962,"545,000",,
4362371,215000.0,"2,150","217,150"
4442548,425000.0,"4,250","429,250"
4464566,259950.0,"2,599","262,549"
4438920,225000.0,"2,250","227,250"
4454113,250000.0,"2,500","252,500"
4468379,210000.0,"2,100","212,100"
4452508,174500.0,"1,745","176,245"
4467993,189950.0,"1,899","191,849"
4411291,349500.0,"3,495","352,995"
4451765,460000.0,"4,600","464,600"
4457689,195000.0,"1,950","196,950"
4461671,335000.0,"3,350","338,350"
4463461,325000.0,"3,250","328,250"
4450037,985000.0,"9,850","994,850"
4464314,540000.0,"5,400","545,400"
4447897,410000.0,"4,100","414,100"
4450160,460000.0,"4,600","464,600"
4464410,170000.0,"1,700","171,700"
4446028,235000.0,"2,350","237,350"
4462096,550000.0,"5,500","555,500"
4460413,189000.0,"1,890","190,890"
4420323,310000.0,"3,100","313,100"
4462981,175000.0,"1,750","176,750"
4461996,255000.0,"2,550","257,550"
4440354,495000.0,"4,950","499,950"
4460527,450000.0,"4,500","454,500"
4463749,590000.0,"5,900","595,900"
4457383,285000.0,"2,850","287,850"
4456810,285000.0,"2,850","287,850"
4465380,545000.0,"5,450","550,450"
4450560,1350000.0,"17,000","1,367,000"
4440974,268950.0,"2,689","271,639"
4438263,195000.0,"1,950","196,950"
4460892,525000.0,"5,250","530,250"
4416195,260000.0,"2,600","262,600"
4450066,1175000.0,"13,500","1,188,500"
4453878,220000.0,"2,200","222,200"
4465770,325000.0,"3,250","328,250"
4465916,234950.0,"2,349","237,299"
4453522,475000.0,"4,750","479,750"
4453285,350000.0,"3,500","353,500"
4467778,320000.0,"3,200","323,200"
4418759,70000.0,700,"70,700"
4443955,165000.0,"1,650","166,650"
4428218,170000.0,"1,700","171,700"
4460110,225000.0,"2,250","227,250"
4458729,269950.0,"2,699","272,649"
4417687,175000.0,"1,750","176,750"
4468482,230000.0,"2,300","232,300"
4463434,270000.0,"2,700","272,700"
4463772,335000.0,"3,350","338,350"
4125972,695000.0,"6,950","701,950"
4460904,400000.0,"4,000","404,000"
4432139,155000.0,"1,550","156,550"
4467761,125000.0,"1,250","126,250"
4458070,395000.0,"3,950","398,950"
4454342,475000.0,"4,750","479,750"
4456744,1350000.0,"17,000","1,367,000"
4436751,174950.0,"1,749","176,699"
4459846,180000.0,"1,800","181,800"
4460507,169000.0,"1,690","170,690"
4464950,495000.0,"4,950","499,950"
4432118,224950.0,"2,249","227,199"
4466631,185000.0,"1,850","186,850"
4445208,385000.0,"3,850","388,850"
4464669,112500.0,"1,125","113,625"
4444558,335000.0,"3,350","338,350"
4466823,800000.0,"8,000","808,000"
4460971,199500.0,"1,995","201,495"
4447056,350000.0,"3,500","353,500"
4451969,295000.0,"2,950","297,950"
4464909,550000.0,"5,500","555,500"
4438957,395000.0,"3,950","398,950"
4467528,410000.0,"4,100","414,100"
4447541,121000.0,"1,210","122,210"
4467983,265000.0,"2,650","267,650"
