Property ID,Latitude,Longitude,Latitude_rad,Longitude_rad,Dist_Nearest_Food_Amenity_to_Property,Food_Amenity_id,Nearest_Food__Amenity_to_Property,Number_Food__Amenity_to_Property,Dist_Nearest_Outdoor_Amenity_to_Property,Outdoor_Amenity_id,Nearest_Outdoor_Amenity_to_Property,Number_Outdoor__Amenity_to_Property,Dist_Nearest_Shopping_Amenity_to_Property,Shopping_Amenity_id,Nearest_Shopping_Amenity_to_property,Number_Shopping_Amenity_to_Property,Dist_Nearest_Culture_Amenity_to_Property,Culture_Amenity_id,Nearest_Culture_Amenity_to_property,Number_Culture_Amenity_to_Property,Dist_Nearest_Indoor_Amenity_to_Property,Indoor_Amenity_id,Nearest_Indoor_Amenity_to_property,Number_Indoor_Amenity_to_Property
4453164,53.2598363,-9.0769807,0.929559503,-0.158423199,0.035983397,Act4672,O’Reilly’s Bar & Kitchen,75,0.53110091,Act2281,e-Bike Tours Wild Atlantic Way,40,1.480304965,Act4335,Michael Vignoles,20,0.037888522,Act4338,Micil Distillery,22,0.29579765,Act7141,Yoga Roots Ireland,39
4468181,53.3530416,-6.4159788,0.931186242,-0.111979955,1.602041265,Act3960,Liffey Valley Farmers Market,15,1.19596432,Act3043,Hermitage Golf Club,14,1.632308212,Act3961,Liffey Valley Shopping Centre,2,2.29363543,Act4985,Primrose Hill,5,2.184593224,Act3297,Irish Taxi Tours,16
4444852,53.3114993,-6.3227248,0.930461192,-0.110352365,0.722957764,Act5944,The Chocolate Warehouse,63,1.63192171,Act2083,Drimnagh Castle,41,1.574130601,Act1266,Cathedral Stamps,13,1.356304861,Act7146,Young European Strings School Of Music Faculty Of Teachers,36,1.483447043,Act2258,Early Access Book of Kells  & Dublin Castle Tour - LetzGo City Tours,43
4426985,53.6799393,-7.2873875,0.936891683,-0.127188906,3.943995941,Act2561,Fore Abbey Coffee Shop,1,1.631609819,Act190,Angling White Lake,3,39.62157448,Act4586,Navan Shopping Centre,0,3.99147312,Act2560,Fore Abbey,1,9.523672251,Act2410,Exploring Ireland,0
4466578,53.2937469,-6.2798648,0.930151354,-0.109604317,0.762218841,Act8181,Kidspace Rathfarnham,73,0.683960941,Act1217,Castle Golf Club,37,0.937515631,Act4664,Nutgrove Shopping Centre,9,2.377158842,Act7146,Young European Strings School Of Music Faculty Of Teachers,24,0.543121845,Act5060,Rathfarnham Castle,23
4376680,53.1436686,-6.0781915,0.927531994,-0.106084454,0.954843206,Act6106,The Happy Pear,8,0.549541824,Act721,Birdwatch Ireland,11,1.048299772,Act143,AMOC Jewellery,1,4.857898897,Act3684,DUPLICATE Killruddery House,2,1.221484937,Act2943,Greystones Beach,2
4454744,53.3261203,-6.2236354,0.930716377,-0.108622929,0.443754797,Act6130,The Horse Show House Pub,386,1.177739879,Act1312,Celtic Fairways Golf,84,1.129145441,Act2038,Donnybrook Fair,71,1.124433068,Act5962,The Cookery School@Donnybrook Fair,158,0.171098086,Act6453,The Spa at InterContinental Dublin,223
4452763,51.8924157,-8.435133,0.905693511,-0.147220844,1.53347543,Act2948,Grill Restaurant at Silver Springs,60,1.296968531,Act4170,Mahon Golf Club,12,2.535207853,Act4611,Newbridge Silverware,8,1.105166005,Act4334,Michael O’Sullivan Photography,38,1.621186237,Act4689,Ocean Crew,25
4466381,51.8495817,-8.3154627,0.904945916,-0.145132203,1.127372651,Act5891,The Bosun Restaurant and Bar,4,0.492098391,Act1734,Cove Sailing Club,11,6.547747075,Act3009,Hassett's Bakery,0,1.101238822,Act1556,Cobh Museum,8,0.591601391,Act1019,Butlers Tours of Ireland,3
4452528,53.4066846,-6.2851774,0.932122489,-0.10969704,1.909874046,Act521,Ballymun Market,18,1.411094577,Act5444,Silloge Park Public Golf Course,7,3.031495089,Act4765,Omni Park Shopping Centre,2,2.980682654,Act1864,DCU Language Services  -Dublin City University,4,1.759803145,Act6366,The Rediscovery Centre,10
4456743,53.2805722,-9.0467527,0.929921412,-0.157895621,0.591290654,Act4279,McGettigan's Galway,76,0.474352873,Act6851,"Walking - The Western Way, Galway",39,0.073126583,Act2390,Evergreen Healthfoods Galway Shopping Centre,21,0.64522837,Act8610,VoiceMap Galway,21,0.155932839,Act3911,Planet Entertainment Galway,40
4418264,53.4217717,-6.3938945,0.932385808,-0.111594511,3.005561351,Act6839,Wagamama,6,1.514221348,Act3088,Hollystown Golf Club,5,3.33055945,Act767,Blanchardstown Shopping Centre,2,2.195165783,Act3047,Hibernia Roots,1,5.022044892,Act5382,Shamrock Taxi Tours,0
4433756,52.4716717,-8.154459,0.915803435,-0.142322158,4.552570833,Act6614,Tipperary Racecourse,1,1.38656489,Act6610,Tipperary Golf Club,6,6.123135068,Act4199,Mandy Parslow Studio Potter,0,12.1357187,Act1317,Celtic Plantarum Dundrum,0,0.405083501,Act5351,Sean Treacy Memorial Swimming Pool,3
4449146,53.3038903,-6.2627107,0.93032839,-0.109304922,0.689633469,Act6007,The Dropping Well,348,0.62506025,Act4357,Milltown Golf Club,81,1.471103482,Act2133,Dublin Crystal,68,1.110023986,Act2330,Emerald Cultural Institute,127,1.536419392,Act5060,Rathfarnham Castle,152
4459753,52.8028576,-7.8254306,0.92158372,-0.136579529,0.900770356,Act5805,Templemore Farmers Market,1,1.860031529,Act5806,Templemore Golf Course,2,19.15790115,Act685,Bevans Glass,0,5.111758665,Act2501,Fiddlers Retreat,0,15.42983143,Act2458,Farney Castle,0
4454804,53.3129477,-6.2804637,0.930486471,-0.10961477,0.403080593,Act5821,The 108,383,1.529761214,Act994,Bushy Park,97,1.29224345,Act1266,Cathedral Stamps,70,1.420847376,Act2330,Emerald Cultural Institute,163,1.341144537,Act9883,Little Gem Private Tours of Ireland,225
4463056,52.6369772,-7.2455178,0.91868856,-0.126458142,1.412239343,Act201,Anocht Restaurant at Kilkenny Design Centre,38,0.635070091,Act714,Bird Watching  in Kilkenny,18,1.405857576,Act6814,Veronique Knitwear,8,0.177814291,Act8488,mackdonald language academy,24,0.677827103,Act6529,The Watershed,18
4419630,55.17821,-7.94946,0.96304144,-0.138744251,1.088371112,Act1020,Buttermilk Art Café,3,0.932783311,Act2204,Dunfanaghy Golf Club,10,1.470584873,Act7548,McAuliffe's Craftshop,3,1.213927461,Act7126,WW2 Memorial and Information Point,4,1.378283084,Act6087,The Green Door Studio,3
4453547,53.3809878,-6.0560497,0.931673995,-0.105698007,0.828891236,Act6132,The House,9,0.711638984,Act5385,Shane's Howth Adventures,17,1.40324322,Act3117,Howth Market,1,0.894874877,Act7132,Ye Olde Hurdy-Gurdy Museum of Vintage Radio,6,1.038513198,Act1127,Carlow Carriages,3
4454645,53.268897,-6.246628,0.929717642,-0.109024226,0.653412316,Act2411,Explorium,26,1.179738052,Act6849,Walkabout Wicklow - Guided Walks and Tours in Ireland,24,1.884911975,Act5028,Rachel Swan,6,2.201839901,Act3142,"Imaginosity, Dublin Children’s Museum",5,1.879384091,Act10984,Studio ID-11,8
4463750,51.8990195,-8.4725402,0.905808769,-0.147873722,0.084448582,Act5977,The Crawford Café,59,0.197276798,Act1671,Cork City Walks,13,0.1093737,Act7140,Yesterdays,8,0.106680379,Act1751,Crawford Art Gallery,38,0.110197885,Act5966,The Cork City Tour,24
4466393,51.8947985,-8.4563173,0.905735098,-0.147590579,0.902011917,Act4223,Market Lane,61,1.146771999,Act1671,Cork City Walks,13,1.06498375,Act4611,Newbridge Silverware,8,0.491002698,Act4578,National Sculpture Factory,39,0.723751202,Act1530,Club Vitae Gym Cork,25
4444325,51.9208214,-8.4904922,0.906189284,-0.148187044,0.759364203,Act6336,The Planet Entertainment Centre,51,0.356645661,Act1664,Cork Bike Rental,10,2.599925226,Act22,53 Degrees North,8,1.700170292,Act1666,Cork City and County Archives,36,1.288391225,Act6368,The Reel Picture Cinema,20
4345891,53.2045,-6.10928,0.928593702,-0.106627051,0.027933185,Act5022,Quinns Bar and Bistro,5,0.103263897,Act7023,Wicklow Scenic Walks,14,0.179132216,Act7026,Wicklow Wolf Brewing Co.,1,1.576567609,Act2492,Festina Lente Gardens,5,0.020288722,Act7024,Wicklow Tours MT Cabs,5
4447810,53.4077723,-6.1637272,0.932141473,-0.107577334,2.152528401,Act4156,Madigan's Pub Kilbarrack,19,2.644207664,Act4961,Portmarnock Golf Club,10,5.748488916,Act4765,Omni Park Shopping Centre,0,1.3267469,Act5625,St Doulagh's Church,6,1.791725759,Act2401,Excursions Ireland,6
4459224,52.147227,-6.9989315,0.910140807,-0.122154399,0.226525022,Act6206,The Lemon Tree Catering & Café,5,0.442090029,Act2222,Dunmore East - Coastal Walk,5,11.95149359,Act686,Bevel Furniture,0,6.01901832,Act4027,Loftus Hall,0,0.420286808,Act2224,Dunmore East Beach ,3
4459893,53.7059649,-6.3544094,0.937345915,-0.110905366,1.191992705,Act406,Balbriggan Fish and Farmers Market,5,0.98976733,Act5008,Quay Cycles Bicycle Hire,1,0.969194569,Act5974,The Crafty Fox,4,1.123232892,Act3060,Highlanes Municipal Art Gallery,3,0.605473393,Act2615,Funtasia Waterpark Drogheda,9
4455224,52.3798869,-6.4471876,0.914201488,-0.112524651,3.963719397,Act9982,River Bar & Restaurant at the Riverbank House Hotel,17,4.019128226,Act1829,Cycle Wexford - Bicycle Hire,6,0.447832905,Act474,Ballyelland Pottery,3,4.468971909,Act6945,West Gate Heritage Tower,3,3.140129602,Act6542,The Wexford Slobs and Wildfowl Reserve,10
4446070,52.3447334,-6.4709842,0.913587944,-0.11293998,0.607046654,Act2925,Greenacres,19,0.175314906,Act6975,Wexford Harbour Boat Club,6,0.736117714,Act795,Blue Egg Gallery & Craft,4,0.486944981,Act6945,West Gate Heritage Tower,3,0.291391834,Act6969,Wexford Craft Trail,12
4467936,52.6657246,-8.6001974,0.919190297,-0.150101761,1.492565847,Act5792,Teacht Linn Tours,31,1.533972022,Act3080,Historical Limerick Up Close and Personal,16,2.94825158,Act4780,Orchard Pottery,1,1.558469698,Act4766,On The Nail' Literary Readings,12,0.901163593,Act5404,Share a Dream – Dreamland Fun Centre,24
4466436,53.3584057,-6.2485915,0.931279863,-0.109058495,0.405576264,Act1769,Croke Park Stadium,390,0.891757642,Act3378,Introducing Joyce's Dublin Walking Tour ,87,1.194148641,Act4274,McDowells Jewellers The Happy Ring House,66,0.718574024,Act1239,Castleforbes College,164,0.30897454,Act2362,Ericsson Skyline Tour Croke Park,234
4432723,52.6482054,-7.2615074,0.918884529,-0.126737213,0.569779111,Act5300,Savour Restaurant,38,0.583600668,Act4885,Pedal and Putt - Amazing Ireland Tours,18,0.651142272,Act3955,Liam Costigan Gold and Silversmith,8,0.549878035,Act5261,Saint Marys Cathedral,24,0.775658288,Act3616,Kilkenny Ghost Tours,18
4452382,54.1226373,-9.1395601,0.944618221,-0.159515416,0.317704999,Act1592,Connacht Whiskey Distillery,4,0.549443722,Act643,Belleek - Multi Access,12,1.094696412,Act4639,Noo Chocolates,1,0.905464712,Act4219,Marjorie's Cookery School & Guest Accommodation,5,1.099656823,Act5500,Sláinte Ireland Tours,4
4466288,53.3970398,-6.6655948,0.931954155,-0.116336576,0.343122307,Act745,Black Forest Bakery and Coffee Shop,1,0.085754964,Act6835,Vista Mountain Treks - Guided Walks,2,17.97151015,Act3275,Irish Horse Gateway,0,4.92269024,Act4261,Maynooth Ecclesiastical Museum,1,0.360687517,Act3576,Kilcock Art Gallery,3
4455795,51.8970683,-8.4248722,0.905774714,-0.147041759,0.791325863,Act2948,Grill Restaurant at Silver Springs,60,1.375174128,Act4170,Mahon Golf Club,13,3.164920349,Act4611,Newbridge Silverware,8,1.573963407,Act1385,CIT Blackrock Castle Observatory,38,0.794736493,Act4689,Ocean Crew,27
4461297,53.2839438,-9.0080435,0.929980258,-0.157220018,1.176628122,Act6511,The Trappers Inn & Jackson's Restaurant,67,1.271256241,Act306,Athas Tours,38,0.806404797,Act5224,Royal Tara Gift Centre,21,2.755940908,Act335,Atlantic Language Galway,18,0.236587564,Act3236,Ireland West Tours,37
3530152,51.7135542,-8.6304367,0.902571789,-0.150629536,5.747901099,Act3127,Hurley's Bar,0,6.119523675,Act3017,Hawthorn Villa Equestrian Centre,0,7.375545597,Act3750,Kinsale Crystal,0,3.978411983,Act2403,Executive Language Training Ireland,1,6.472834045,Act6372,The Retreat Kinsale,0
4462636,53.9423006,-8.0785657,0.941470752,-0.14099757,0.944825855,Act4188,Mallard Bar,10,1.187202747,Act1539,Coarse Angling Carrick-On-Shannon,3,1.096233844,Act3920,Leitrim Crystal,2,1.04816441,Act2905,Great Famine Garden of Remembrance,3,0.706551846,Act359,Aura Leitrim Leisure Centre,6
4437403,53.9423006,-8.0785657,0.941470752,-0.14099757,0.944825855,Act4188,Mallard Bar,10,1.187202747,Act1539,Coarse Angling Carrick-On-Shannon,3,1.096233844,Act3920,Leitrim Crystal,2,1.04816441,Act2905,Great Famine Garden of Remembrance,3,0.706551846,Act359,Aura Leitrim Leisure Centre,6
4465543,53.4059818,-6.2959012,0.932110223,-0.109884205,2.451609958,Act521,Ballymun Market,16,2.076606057,Act5444,Silloge Park Public Golf Course,7,3.509616435,Act6608,Tipperary Crystal,2,3.398672127,Act1864,DCU Language Services  -Dublin City University,3,2.349792381,Act6366,The Rediscovery Centre,8
4465924,53.2267395,-6.1249274,0.928981854,-0.10690015,0.367769052,Act850,Brady's of Shankill,5,1.428267101,Act7105,Woodbrook Golf Club,13,2.700621444,Act7026,Wicklow Wolf Brewing Co.,2,0.902423202,Act5064,Rathmichael Lodge,7,2.703507003,Act7024,Wicklow Tours MT Cabs,5
4455398,52.6718734,-7.8112024,0.919297614,-0.1363312,1.594742324,Act6582,Thurles Farmers Market,2,0.678129145,Act3578,Kilcommon Pilgrim Loop,2,18.00157769,Act5187,Rossa Pottery,0,0.795448997,Act6617,Tipperary Studies at Tipperary Libraries,6,6.056873614,Act2458,Farney Castle,0
4455787,52.9743581,-6.0526711,0.924576968,-0.105639039,0.892962469,Act2538,Fitzpatrick's Pub,5,0.257798038,Act7011,Wicklow Boat Charters - Skippered Charters,8,1.027187047,Act5901,The Bridge Tavern,2,1.142396333,Act7017,Wicklow Family History Centre,5,1.184312396,Act7010,Wicklow Boat Charters,2
4448010,52.3388276,-6.8948897,0.913484868,-0.120338527,5.212751994,Act4506,Murphy's Bar & Bistro,0,3.332135442,Act4603,New Ross Coarse Angling Limited,2,13.78408608,Act1292,Ceadogán Rugs,0,3.30037132,Act6171,The John F. Kennedy Memorial Park,1,5.899581248,Act6176,The Kennedy Homestead,0
4445725,53.3680299,-6.2293403,0.931447837,-0.108722498,0.413933285,Act2745,Gilbert & Wright Clontarf,381,0.703660334,Act2427,Fairview Park,84,2.848007354,Act4274,McDowells Jewellers The Happy Ring House,65,0.82593164,Act1433,Clasac,155,0.55606942,Act851,Bram Stoker’s Castle Dracula Experience Dublin,231
4462368,53.342045,-6.2899663,0.930994315,-0.109780622,0.183914013,Act4878,Pearse Lyons Distillery,388,0.354163919,Act2413,Extreme Ireland Walking and Hiking Tours,93,0.475584207,Act2138,Dublin Flea Market,66,0.590217904,Act5650,St. Catherine's Church,168,0.217298322,Act6139,The Hurling Experience Tour,238
4453353,53.32937,-6.2275049,0.930773095,-0.108690465,0.132806398,Act6130,The Horse Show House Pub,391,1.079048975,Act1312,Celtic Fairways Golf,87,1.018849556,Act2038,Donnybrook Fair,70,1.020548746,Act5962,The Cookery School@Donnybrook Fair,159,0.321408413,Act6453,The Spa at InterContinental Dublin,223
4450061,52.3358334,-6.4622789,0.91343261,-0.112788044,0.192802927,Act933,Bugler Doyles Bar,19,0.202071303,Act3018,Hayes Cycles and Fishing Shop,6,0.338202316,Act4236,Martin Doyle Goldsmith,3,0.274030723,Act6432,The Slaney Language Centre,3,0.346775868,Act6443,The South Wexford Coastal Tour,11
4466091,53.279477,-6.1180234,0.929902297,-0.106779652,0.716780342,Act1336,Charles Fitzgerald Pub,30,1.686713714,Act3678,Killiney Golf Club,11,1.819537633,Act2181,Dun Laoghaire Shopping Centre,5,0.848148147,Act1838,Dalkey Castle & Heritage Centre,12,0.803439378,Act2743,Giddy Gally Adventures,9
4444874,52.3229838,-6.6546699,0.913208342,-0.1161459,10.50794211,Act5361,Seasons Restaurant,0,5.508913813,Act3743,Kingsford Equestrian Centre,0,6.986332612,Act5813,Terry The Weaver,0,10.81280164,Act6344,The Potter's Yard- Patricia Howard Pottery,0,0.571701047,Act5080,Recreational Flying Club - ILAS Airfield,1
4460148,53.3434805,-6.2903194,0.931019369,-0.109786785,0.052767683,Act4878,Pearse Lyons Distillery,388,0.450017696,Act2413,Extreme Ireland Walking and Hiking Tours,92,0.513950951,Act2138,Dublin Flea Market,66,0.5877914,Act3375,James Joyce House of the Dead,167,0.298539558,Act6139,The Hurling Experience Tour,237
4414350,53.2931252,-6.2066813,0.930140503,-0.108327024,0.268042906,Act617,Beaufield Mews,54,1.011133365,Act75,Adams & Butler,20,0.595306831,Act5698,Stillorgan Village Centre,13,1.316751291,Act2141,Dublin Garden Trail,13,1.79644565,Act7155,Zero Latency Dublin,16
4460427,53.1927708,-6.1120069,0.928388989,-0.106674644,0.862369589,Act11193,Sugarloaf Adventures,6,1.08243408,Act3685,Killruddery House & Gardens,15,1.407649498,Act7026,Wicklow Wolf Brewing Co.,1,1.087593277,Act3684,DUPLICATE Killruddery House,5,0.994399194,Act4307,Mermaid Arts Centre,6
4450403,53.711316,-6.3445539,0.93743931,-0.110733355,0.546568081,Act4289,McHughs Bar & Venue,5,0.401351442,Act5008,Quay Cycles Bicycle Hire,1,0.464909849,Act5974,The Crafty Fox,5,0.525589084,Act3060,Highlanes Municipal Art Gallery,2,0.378809524,Act2087,Drogheda Museum Millmount,9
4468253,53.3874033,-6.138282,0.931785967,-0.107133231,1.914583911,Act4156,Madigan's Pub Kilbarrack,13,1.380272808,Act5617,St Annes Golf Club,26,4.336939109,Act3117,Howth Market,1,3.907526971,Act4579,National Transport Museum of Ireland,7,1.049654667,Act2401,Excursions Ireland,5
4457820,53.376643,-6.3857007,0.931598164,-0.111451502,1.707379291,Act5817,TGI Fridays Blanchardstown,10,0.303026631,Act9882,Sean Patrick Tours,14,1.729262932,Act767,Blanchardstown Shopping Centre,2,2.115673317,Act404,Baking Academy of Ireland,3,0.436271534,Act5382,Shamrock Taxi Tours,8
4422544,52.6817323,-7.8006343,0.919469684,-0.136146752,1.557317697,Act6582,Thurles Farmers Market,2,0.844852839,Act3578,Kilcommon Pilgrim Loop,2,19.26046346,Act5187,Rossa Pottery,0,0.631935315,Act6441,The Source Arts Centre & Theatre,6,6.857098334,Act2458,Farney Castle,0
4462995,52.1968038,-6.3558633,0.911006085,-0.110930741,1.269239008,Act6216,The Lobster Pot Pub and Restaurant,1,2.323381149,Act4809,Our Lady's Island Monastery,2,14.98499681,Act470,Ballycross Apple Farm,0,4.815238658,Act5762,Tacumshane Windmill,1,0.287950536,Act1140,Carne Beach,1
4460868,53.352925,-6.4616131,0.931184207,-0.112776424,0.3091467,Act2985,Hanora D Restaurant,8,0.816189208,Act4121,Lucan Golf Club,12,4.660852125,Act3961,Liffey Valley Shopping Centre,1,0.738320756,Act4985,Primrose Hill,5,0.914579846,Act5447,Silver Service,11
4436369,51.8744295,-8.5160497,0.905379592,-0.148633107,2.131674865,Act7127,Wylam Chinese Restaurant,48,1.773725611,Act5872,The Bike Shed,11,3.834582607,Act6409,The Sandwich Stall,8,2.336377566,Act4736,Old Cork Waterworks Experience,34,0.335642809,Act1375,Chuckies Playzone,19
4420397,53.1140239,-6.0614384,0.927014596,-0.105792057,1.82096957,Act6263,The National Garden Exhibition Centre - Arboretum Kilquade,10,1.315997575,Act3308,Irish Wildbird Conservancy,9,3.368130323,Act143,AMOC Jewellery,1,4.119967926,Act6875,Warblebank Garden,1,2.744700557,Act6450,The Spa at Druids Glen Hotel & Golf Resort,4
4441152,53.7169324,-6.3591093,0.937537334,-0.110987395,0.16475215,Act406,Balbriggan Fish and Farmers Market,5,0.77150316,Act5008,Quay Cycles Bicycle Hire,2,0.692153628,Act5974,The Crafty Fox,4,0.719561642,Act3060,Highlanes Municipal Art Gallery,3,0.433790413,Act5646,"St Peter's Roman Catholic Church, Drogheda",9
4460394,53.7120728,-6.3456252,0.937452518,-0.110752053,0.448769691,Act4289,McHughs Bar & Venue,5,0.291590778,Act5008,Quay Cycles Bicycle Hire,1,0.355962515,Act5974,The Crafty Fox,5,0.418161899,Act3060,Highlanes Municipal Art Gallery,2,0.306361926,Act2087,Drogheda Museum Millmount,9
4442166,51.8757074,-8.4331171,0.905401896,-0.14718566,0.238327451,Act2276,East Village,57,1.0070928,Act6580,Thru The Links Golf Travel,10,3.586926549,Act4611,Newbridge Silverware,8,2.735816081,Act4334,Michael O’Sullivan Photography,35,0.469295767,Act7073,Wild Way Tours,22
4466301,53.3901781,-6.4330496,0.931834396,-0.112277896,2.67349017,Act5817,TGI Fridays Blanchardstown,12,1.384245124,Act6877,Westmanstown Golf Club,12,2.793912813,Act767,Blanchardstown Shopping Centre,2,2.34571682,Act3047,Hibernia Roots,5,2.205433923,Act2566,Fort Lucan Outdoor Adventureland,9
4461433,53.5215659,-6.1652483,0.934127546,-0.107603882,3.852695484,Act3839,Lady Betty Cobbe Café,2,2.76398797,Act624,Beaverstown Golf Club,3,15.35385613,Act4765,Omni Park Shopping Centre,0,0.510825982,Act4132,Lusk Round Tower,3,0.408665113,Act3062,HikingIreland.ie,1
4443762,52.2717429,-7.0034,0.912314019,-0.122232389,0.478144007,Act5820,The  Suir Inn - McAlpins,3,2.124519545,Act2433,Faithlegg House Hotel & Golf Club,5,7.243808607,Act3776,Kite Design Studios -  Henrietta Street,0,0.474104097,Act7087,William Vincent Wallace Plaza,4,3.802543503,Act6888,Waterford Estuary Heritage Boat Tours,1
4457798,53.3410589,-6.2245487,0.930977104,-0.108638869,0.844837362,Act4453,Mourne Seafood Bar,390,0.470239475,Act6491,Surfdock Watersports,92,1.005578696,Act5985,The Design Tower,65,0.966209568,Act5986,The Design Tower - Breda Haugh Jeweller,160,0.380520714,Act700,BigStyle SUP,226
4404057,53.2833765,-6.1044944,0.929970357,-0.106543526,0.616059963,Act6355,The Queens Bar & Restaurant,28,1.186464332,Act3479,Kayaking.ie,8,2.256394109,Act2181,Dun Laoghaire Shopping Centre,3,0.329820506,Act937,Bullock Castle,11,0.541126239,Act2743,Giddy Gally Adventures,8
4341322,53.3833502,-6.312789,0.931715227,-0.110178953,2.040654057,Act6125,The Hole In The Wall Dublin,53,1.639527014,Act295,Ashtown Stables,30,4.510589211,Act4765,Omni Park Shopping Centre,6,1.857321763,Act4828,Paddy’s Irish Hooleys,32,1.776419068,Act4616,Newgrange & Boyne Valley - Day Tours Unplugged,43
4465338,51.8977178,-8.4809232,0.90578605,-0.148020033,0.091620083,Act4039,Loose Leaf,58,0.33037033,Act3591,Kilgrews Cycles,12,0.409501051,Act22,53 Degrees North,8,0.045612961,Act7107,Woodford Bourne Warehouse,36,0.18495686,Act3881,Lavit Gallery,24
4460581,53.3071894,-6.3200478,0.93038597,-0.110305643,1.164758254,Act5944,The Chocolate Warehouse,48,1.92657522,Act994,Bushy Park,35,1.595004448,Act1266,Cathedral Stamps,13,0.849058214,Act7146,Young European Strings School Of Music Faculty Of Teachers,24,1.924648091,Act2122,Dublin Airsoft Range,28
4435974,53.6898892,-8.7543776,0.937065342,-0.152792713,8.804107224,Act2542,Flanagan's Gastro Pub,0,3.812354002,Act1522,Cloonfad Scenic Walks,1,16.33721977,Act6040,The Food Store,0,15.62342554,Act3782,Knock Museum,0,4.301297417,Act2898,Graune Pet Farm & Play Centre,1
4446741,53.4009018,-6.3699775,0.93202156,-0.111177081,0.433621422,Act209,AquaZone at  the National Aquatic Centre,10,1.151033772,Act6627,Tolka Valley Park,11,1.718689964,Act767,Blanchardstown Shopping Centre,2,2.352647998,Act3047,Hibernia Roots,2,2.440557556,Act1820,Cúrtrekkers,3
4464442,54.9340247,-7.7387571,0.958779602,-0.135066791,1.16083308,Act1328,Century Complex,11,1.773812227,Act6852,Walking & Talking in Ireland,6,1.874782238,Act4452,Mourne Antiques,2,2.279917276,Act2011,Donegal County Museum,5,1.524968169,Act360,Aura Letterkenny Leisure Complex,10
4463298,53.3230477,-6.2398026,0.93066275,-0.1089051,0.099030407,Act4700,O'Connells in Donnybrook,391,0.129040201,Act1312,Celtic Fairways Golf,90,0.155066796,Act2038,Donnybrook Fair,72,0.139454716,Act5962,The Cookery School@Donnybrook Fair,162,0.847967779,Act6061,"The Gerard Byrne Studio, Art Gallery",226
4458553,53.3187219,-6.2663038,0.93058725,-0.109367633,0.275921553,Act5149,Rody Bolands,389,1.271122804,Act3459,Just Golf,95,0.724552537,Act4417,Mortons,70,0.740348874,Act2330,Emerald Cultural Institute,165,0.368826379,Act9883,Little Gem Private Tours of Ireland,230
4035767,53.6242756,-9.2231552,0.935920168,-0.160974426,0.461862527,Act2544,Flannery's Bistro,2,0.474987034,Act3077,Historic Ballinrobe Tour,2,10.11868619,Act5049,Rare and Recent Books,0,0.10014087,Act5579,South Mayo Family Research Centre,1,10.91864126,Act3838,Lady Ardilaun,0
4443581,53.209318,-6.6416341,0.928677792,-0.115918383,1.512827609,Act4542,Naas Farmers Market,5,0.580394004,Act1738,Craddockstown Golf Club,8,3.422820361,Act3275,Irish Horse Gateway,1,1.765983467,Act366,Avanti Language Institute,2,1.822767953,Act4368,Moat Theatre,7
4445845,53.3224687,-6.2093963,0.930652644,-0.10837441,1.46351302,Act6130,The Horse Show House Pub,373,1.085845724,Act2324,Elm Park Golf & Sports Club,75,2.069670536,Act2038,Donnybrook Fair,65,1.850558405,Act4566,National Folklore Collection,145,1.032480403,Act4619,Newgrange and Hill of Tara Tour - Mary Gibbons,199
4457081,54.95477,-7.62185,0.959141676,-0.133026378,3.954259558,Act1218,Castle Grove Country House and Restaurant,3,4.136068892,Act3949,Letterkenny Golf Club,2,6.631267849,Act3951,Letterkenny Shopping Centre,0,0.401179428,Act4206,Manorcunningham View,1,4.105347961,Act2021,Donegal Motor Club,1
4400627,53.2715045,-9.0508334,0.929763151,-0.157966843,0.097957733,Act6747,Tulsi Restaurant Galway,76,0.106790102,Act7129,Yacht Charter Galway,39,0.117807175,Act2670,Galway Designers Studio House,21,0.073667197,Act2659,Galway City Library,21,0.117519655,Act2682,Galway Tour Company - Cliffs of Moher Day Tour,40
4447565,52.3403378,-6.4713625,0.913511226,-0.112946583,0.5128961,Act2925,Greenacres,19,0.319155513,Act6983,Wexford Walking Tours,6,0.468689429,Act795,Blue Egg Gallery & Craft,3,0.365487985,Act6945,West Gate Heritage Tower,3,0.272070897,Act6969,Wexford Craft Trail,12
4453415,53.0146749,-8.9072536,0.925280629,-0.155460903,8.237384228,Act4724,O'Grady's Bar and Restaurant,0,5.94374049,Act5905,The Burren,0,8.191322429,Act4333,Michael Kennedy Ceramics,0,1.285046392,Act5908,The Burren Art Gallery,2,8.351256968,Act2259,Earthwise,0
4447390,52.7846734,-6.9727981,0.921266345,-0.121698285,3.551361267,Act6339,The Plum Tree Bistro,1,5.087188196,Act1484,Clogrennan Wood Loop,0,4.740399382,Act226,Arboretum Inspirational Gardens,1,4.269086677,Act4412,Morgan’s Garden Centre,1,6.062374759,Act2881,Graiguecullen Swimming Pool,0
4454494,52.6525574,-8.6485448,0.918960486,-0.150945582,0.986698227,Act1981,Dolans,27,0.358381966,Act780,Bleach Lough (Ardlahan),14,6.440121471,Act4780,Orchard Pottery,0,1.337812732,Act6044,The Frank McCourt Museum,10,1.388629591,Act6459,The Spa at No.1 Pery Square Hotel & Spa,19
